crank_angle_deg_atdc,time_s,core_mean,wall_shell_mean,delta_c,tracer_min,tracer_max,core_volume_mm3,wall_shell_volume_mm3,total_volume_mm3,python_volume_mm3,volume_error_percent,mass_mg,mass_error_percent,k_mix_1_s,tau_mix_ms
-175.8912771403,0.0005706559527361123,0.010311681620054972,0.9502305298398313,0.9399188482197762,4.96480897677e-35,0.994266728772,376.96513377828194,78.10437690579313,455.06951068407506,455.71069049568416,-0.14069887430371297,1.5865410474839612,-5.98103224613844e-05,100.47141822634808,9.953079369768023
-175.5767681914,0.0006143377511944455,0.011014453671332834,0.9468386031336623,0.9358241494623295,1.51359932334e-34,0.99344834006,376.9189617496942,78.09481040432259,455.0137721540168,455.65487343217956,-0.1406988744208415,1.5865410474802988,-5.981055331005791e-05,99.28050292673726,10.072471135021717
-175.2137538196,0.0006647564139444463,0.011811748284363143,0.9429904443152505,0.9311786960308873,5.07152540499e-34,0.992447255131,376.86143479172745,78.0828912457,454.9443260374274,455.5853294674576,-0.14069887429857264,1.5865410474800936,-5.981056624415615e-05,97.96760114529994,10.207456223377944
-174.8032458179,0.0007217714141805547,0.012696055339725692,0.9387222906152926,0.9260262352755668,1.84563918008e-33,0.991245980409,376.7909145160743,78.06827996819793,454.8591944842722,455.5000779664204,-0.14069887430303574,1.5865410474802217,-5.981055816173253e-05,96.6060519215746,10.351318370942291
-174.3837943845,0.0007800285577083344,0.013581586941322846,0.934448213493611,0.9208666265522881,6.46832612845e-33,0.989947686282,376.71286338106273,78.05210835241004,454.7649717334728,455.4057224583814,-0.14069887428064254,1.5865410474817467,-5.981046203862306e-05,95.316928194268,10.491315854848711
-174.0139464231,0.0008313963301249987,0.01434810661555454,0.9307485696315245,0.91640046301597,1.84449790781e-32,0.98874781932,376.63901502165857,78.03680752071163,454.6758225423702,455.31644765866076,-0.14069887428508343,1.586541047482635,-5.9810406061178156e-05,94.1265572686428,10.623994216063172
-173.6825926043,0.0008774176938472225,0.015023767442304015,0.9274874711766786,0.9124637037343746,4.50592818196e-32,0.987630976904,376.5688508744397,78.02227003042712,454.5911209048668,455.2316266791025,-0.14069887430891992,1.5865410474778592,-5.981070707594682e-05,93.03335259212277,10.748833317704936
-173.3557923776,0.0009228066142222206,0.01567998192031678,0.9243202313551534,0.9086402494348366,1.04762662631e-31,0.986491905955,376.4959457295281,78.00716462558597,454.503110355114,455.14349212496995,-0.14069887429701833,1.5865410474757988,-5.981083693873401e-05,91.98467498319174,10.871376130673168
-173.0164000927,0.0009699444315694449,0.016350982014960592,0.9210816238251723,0.9047306418102118,2.40035850955e-31,0.985270934025,376.41633589347754,77.99067005866662,454.4070059521442,455.04725231373243,-0.14069887431094052,1.5865410474760582,-5.981082059625109e-05,90.9294889714129,10.997532388138545
-172.6584281503,0.0010196627569027763,0.017047401261324292,0.9177203196876377,0.9006729184263134,5.53717450476e-31,0.983943072361,376.32806615758375,77.97238122470038,454.3004473822841,454.9405436058156,-0.14069887428764805,1.5865410474765052,-5.9810792418790726e-05,89.85390287908139,11.129177119281337
-172.2839620403,0.0010716719388472226,0.017763841490606176,0.9142623707254598,0.8964985292348536,1.28343809828e-30,0.982512329784,376.2310021443341,77.95227028192997,454.18327242626407,454.8232035537041,-0.14069887429666306,1.5865410474760595,-5.981082050743325e-05,88.77180575879855,11.264837877885409
-171.9032082027,0.0011245544162916666,0.018480081755682613,0.9108053789680929,0.8923252972124103,2.92129805986e-30,0.981016379473,376.1273514083806,77.93079461893228,454.0581460273129,454.6979008552937,-0.14069887430258055,1.5865410474712243,-5.981112527475574e-05,87.70957332098325,11.40126399133633
-171.5293508349,0.0011764790507083351,0.019171763937182246,0.9074669152913402,0.8882951513541579,6.35585163496e-30,0.979509554116,376.02071389968506,77.90870011893476,453.92941401861987,454.56898746680963,-0.14069887427954342,1.5865410474657875,-5.981146795619452e-05,86.68635591456815,11.535840784281302
-171.1674501447,0.0012267430354583316,0.019830723654960664,0.9042863904962788,0.8844556668413182,1.3172420703e-29,0.978017142322,375.91289496294434,77.88636083564799,453.79925579859236,454.43864585774514,-0.1406988743102966,1.5865410474611064,-5.9811763009065544e-05,85.70556951642527,11.667853158695275
-170.8123372981,0.001276064264152777,0.020467436162831983,0.9012132444748333,0.8807458083120013,2.63706791922e-29,0.976522147198,375.80270639174825,77.86353058191149,453.66623697365975,454.3054396131264,-0.14069887431041872,1.5865410474558097,-5.981209685312905e-05,84.75758361452357,11.798354287068724
-170.4561601864,0.0013255333074444428,0.021096443756682272,0.8981772831602931,0.8770808394036108,5.19896508845e-29,0.974993858161,375.6878167657865,77.83972630438434,453.52754307017085,454.1665502938986,-0.14069887430375738,1.5865410474462056,-5.9812702202233226e-05,83.82824991994055,11.929152773140814
-170.0937413551,0.00137586925623611,0.0217268340508685,0.8951346415073062,0.8734078074564376,1.04556474507e-28,0.973410819512,375.5664197059275,77.81457373486504,453.38099344079257,454.01979418029595,-0.1406988742983617,1.5865410474420465,-5.981296435919603e-05,82.90829456077729,12.061519360610337
-169.724116347,0.0014272060629166657,0.022360007471314235,0.8920785548634622,0.8697185473921479,2.25647427362e-28,0.971768991445,375.4379385493966,77.78795339318553,453.22589194258217,453.8644741485336,-0.1406988742948978,1.586541047441781,-5.981298109025701e-05,81.99758395455422,12.195481278500026
-169.3502207445,0.0014791360077083325,0.022990766485370406,0.889034108686544,0.8660433422011735,5.7845999345e-28,0.970081934521,375.30317346888876,77.76003106907939,453.06320453796815,453.7015575220236,-0.1406988742868709,1.5865410474413717,-5.9813006891840104e-05,81.10227781915265,12.330109916639675
-168.9766427622,0.0015310218385833352,0.023611503648089966,0.8860380267616361,0.8624265231135462,1.9696492769e-27,0.968371706941,375.16370077334705,77.73113336207395,452.89483413542104,453.5329498904308,-0.14069887428552752,1.586541047441984,-5.981296828938554e-05,80.24055994676023,12.462525195032313
-168.6146748798,0.0015812951555833343,0.02420419097343979,0.8831773277385346,0.8589731367650948,8.20435951664e-27,0.966692840322,375.02396377232196,77.70218089293,452.7261446652519,453.3640227413411,-0.14069887421417349,1.5865410474404031,-5.9813067931902e-05,79.41595027163076,12.591928908231214
-168.2649399828,0.0016298694468333333,0.024768875850136592,0.8804517881352967,0.8556829122851601,3.35928431698e-26,0.965051720071,374.88464878988685,77.67331586305905,452.5579646529459,453.1956057686413,-0.1406988743004156,1.5865410474345287,-5.981343820238294e-05,78.6229268387808,12.718936323122856
-167.9174773889,0.001678128140430554,0.02532229119938601,0.8777806450095427,0.8524583538101567,1.21973436652e-25,0.963403964429,374.7420524116574,77.64377095213489,452.3858233637924,453.0232219373513,-0.14069887429459804,1.5865410474391324,-5.9813148034493224e-05,77.85038349262392,12.845151881554274
-167.5646678002,0.0017271294721944446,0.025876635018013433,0.8751050139222447,0.8492283789042313,3.89595304544e-25,0.961714402839,374.5929908197323,77.61288649699713,452.2058773167294,452.8430223519356,-0.14069887439074336,1.5865410474374613,-5.981325336135157e-05,77.08296064722072,12.973035695613953
-167.2012602299,0.001777602745847224,0.02643982140793365,0.8723866937921214,0.8459468723841878,1.12980865774e-24,0.959958023444,374.43495108138774,77.58014183657998,452.0150929179677,452.65196914303175,-0.14069887429625227,1.5865410474380708,-5.981321494763492e-05,76.31123676120727,13.104230024854594
-166.8242243542,0.0018299688396944448,0.027015959399102417,0.869605847251107,0.8425898878520046,3.11345752973e-24,0.958119918716,374.26615602829133,77.54516875478672,451.811324783078,452.44791390476934,-0.1406988743073989,1.586541047433405,-5.981350903461191e-05,75.53745543714126,13.238465529622628
-166.4379523392,0.0018836177306666673,0.027597828684189397,0.8667973249633542,0.8391994962791648,8.50665590726e-24,0.956221527143,374.08812489262715,77.50828202538504,451.59640691801224,452.2326932264813,-0.14069887427408112,1.5865410474311799,-5.981364927798438e-05,74.79403382620816,13.37005037492169
