deg,P_bar,T_K,pistonVelocity_m_s
159.0,5.5488090609784715,529.2929177432682,0.11134313336301753
160.0,5.540913925668755,529.5528074206378,0.10599995246775908
161.0,5.533703914693054,529.8256955396381,0.10066196693431462
162.0,5.527168558517408,530.1111776912898,0.09532912374076591
163.0,5.521298006519746,530.4088646146238,0.09000133774026492
164.0,5.516083012347186,530.7183819532002,0.08467849342565148
165.0,5.51151492013659,531.0393700144095,0.0793604466858108
166.0,5.507585651570426,531.3714835317364,0.07404702655319986
167.0,5.5042876937415475,531.7143914301457,0.06873803694214517
168.0,5.501614087802445,532.0677765947565,0.06343325837767917
169.0,5.499558418376213,532.4313356429584,0.058132449714846435
170.0,5.4981148037079395,532.8047787001136,0.05283534984854698
171.0,5.497277886537013,533.1878291789924,0.04754167941412948
172.0,5.497042825672114,533.5802235630703,0.04225114247906358
173.0,5.49740528825227,533.9817111938181,0.03696342822614284
174.0,5.498361442678639,534.3920540621053,0.03167821262876652
175.0,5.4999079522031,534.8110266038289,0.02639516011894855
176.0,5.502041969160984,535.2384154998771,0.021113925248780634
177.0,5.504761129836554,535.6740194805272,0.01583415434614915
178.0,5.508063549951115,536.117649134373,0.010555487165571855
179.0,5.511947820764795,536.5691267218668,0.005277558535064874
180.0,5.516413005784201,537.0282859935612,3.7030660854144457e-17
